Date,Value
2021-12-14,0.77095491
2021-12-15,0.0129286
2021-12-16,0.5676813
2021-12-17,0.41278083
2021-12-18,0.73181384
2021-12-19,0.81514314
2021-12-20,0.01991237
2021-12-21,0.24190617
2021-12-22,0.16061389
2021-12-23,0.45149737
2021-12-24,0.17213646
2021-12-25,0.05002839
2021-12-26,0.28658115
2021-12-27,0.71912631
2021-12-28,0.65890263
2021-12-29,0.83313675
2021-12-30,0.37953474
2021-12-31,0.97156945
2022-01-01,0.77653348
2022-01-02,0.01424021
2022-01-03,0.41166838
2022-01-04,0.63813712
2022-01-05,0.34958333
2022-01-06,0.34331281
2022-01-07,0.45545683
2022-01-08,0.93391916
2022-01-09,0.87936167
2022-01-10,0.27761977
2022-01-11,0.0027528
2022-01-12,0.90738708
2022-01-13,0.08311159
2022-01-14,0.63278732
2022-01-15,0.70963272
2022-01-16,0.94600774
2022-01-17,0.29917198
2022-01-18,0.49504903
2022-01-19,0.68533795
2022-01-20,0.41208369
2022-01-21,0.91377947
2022-01-22,0.44360864
2022-01-23,0.29891733
2022-01-24,0.8894261
2022-01-25,0.39593375
2022-01-26,0.64625455
2022-01-27,0.89054231
2022-01-28,0.1444405
2022-01-29,0.47779344
2022-01-30,0.81780228
2022-01-31,0.86270922
2022-02-01,0.25524994
2022-02-02,0.01806281
2022-02-03,0.04066759
2022-02-04,0.06758655
2022-02-05,0.83337052
2022-02-06,0.92524693
2022-02-07,0.01397793
2022-02-08,0.44199968
2022-02-09,0.29229078
2022-02-10,0.9538286
2022-02-11,0.32580496
2022-02-12,0.90935864
2022-02-13,0.51207887
2022-02-14,0.65075622
2022-02-15,0.66847359
2022-02-16,0.70330562
2022-02-17,0.43004314
2022-02-18,0.76015969
2022-02-19,0.96958979
2022-02-20,0.6816614
2022-02-21,0.78064635
2022-02-22,0.79014376
2022-02-23,0.88118054
2022-02-24,0.03344827
2022-02-25,0.75779885
2022-02-26,0.11393653
2022-02-27,0.21181009
2022-02-28,0.69958663
2022-03-01,0.56662621
2022-03-02,0.74206447
2022-03-03,0.91674927
2022-03-04,0.27832938
2022-03-05,0.51427054
2022-03-06,0.58933361
2022-03-07,0.26482988
2022-03-08,0.13845312
2022-03-09,0.44113507
2022-03-10,0.51539807
2022-03-11,0.93188351
2022-03-12,0.15422247
2022-03-13,0.82729994
2022-03-14,0.64478994
2022-03-15,0.83274932
2022-03-16,0.64063726
2022-03-17,0.78429495
2022-03-18,0.84272647
2022-03-19,0.41066399
2022-03-20,0.3071121
2022-03-21,0.70304444
2022-03-22,0.003869
2022-03-23,0.6198269
2022-03-24,0.86152654
2022-03-25,0.49708012
2022-03-26,0.66659725
2022-03-27,0.00625562
2022-03-28,0.72548598
2022-03-29,0.3649777
2022-03-30,0.03104452
2022-03-31,0.00419032
2022-04-01,0.14737916
2022-04-02,0.45877147
2022-04-03,0.12907458
2022-04-04,0.53908461
2022-04-05,0.18683559
2022-04-06,0.09545684
2022-04-07,0.46645178
2022-04-08,0.03065579
2022-04-09,0.85335415
2022-04-10,0.97272461
2022-04-11,0.7837885
2022-04-12,0.61770476
2022-04-13,0.01301914
2022-04-14,0.41417497
2022-04-15,0.72999584
2022-04-16,0.27810614
2022-04-17,0.78731628
2022-04-18,0.16611065
2022-04-19,0.11842193
2022-04-20,0.49657997
2022-04-21,0.04097154
2022-04-22,0.50596596
2022-04-23,0.91400298
2022-04-24,0.38631209
2022-04-25,0.06058985
2022-04-26,0.43610216
2022-04-27,0.27776034
2022-04-28,0.07722134
2022-04-29,0.48547059
2022-04-30,0.92897802
2022-05-01,0.14249984
2022-05-02,0.59027336
2022-05-03,0.41556672
2022-05-04,0.36767099
2022-05-05,0.24986986
2022-05-06,0.10858164
2022-05-07,0.41795138
2022-05-08,0.31778062
2022-05-09,0.28849896
2022-05-10,0.8475639
2022-05-11,0.94412286
2022-05-12,0.83981732
2022-05-13,0.43013629
2022-05-14,0.85907472
2022-05-15,0.5198744
2022-05-16,0.51019531
2022-05-17,0.93686583
2022-05-18,0.84458375
2022-05-19,0.5143924
2022-05-20,0.02011941
2022-05-21,0.5873418
2022-05-22,0.68372967
2022-05-23,0.86540419
2022-05-24,0.79480966
2022-05-25,0.39393151
2022-05-26,0.10993535
2022-05-27,0.98797687
2022-05-28,0.0603323
2022-05-29,0.2499442
2022-05-30,0.7223899
2022-05-31,0.05569809
2022-06-01,0.46531294
2022-06-02,0.49512941
2022-06-03,0.37619387
2022-06-04,0.34054071
2022-06-05,0.48385324
2022-06-06,0.58565993
2022-06-07,0.43994372
2022-06-08,0.91381809
2022-06-09,0.6481515
2022-06-10,0.09571074
2022-06-11,0.22182788
2022-06-12,0.37150275
2022-06-13,0.92427151
2022-06-14,0.88846188
2022-06-15,0.65210419
2022-06-16,0.1676861
2022-06-17,0.2067546
2022-06-18,0.05665263
2022-06-19,0.02894256
2022-06-20,0.65074453
2022-06-21,0.84947653
2022-06-22,0.97828859
2022-06-23,0.36547836
2022-06-24,0.56820099
2022-06-25,0.60391129
2022-06-26,0.86226391
2022-06-27,0.45505165
2022-06-28,0.15979579
2022-06-29,0.38716593
2022-06-30,0.16026377
2022-07-01,0.2307249
2022-07-02,0.33107793
2022-07-03,0.47056044
2022-07-04,0.25912884
2022-07-05,0.14747505
2022-07-06,0.79480693
2022-07-07,0.93227079
2022-07-08,0.11676829
2022-07-09,0.72248434
2022-07-10,0.07461322
2022-07-11,0.36188838
2022-07-12,0.68076329
2022-07-13,0.57033005
2022-07-14,0.6574894
2022-07-15,0.35400235
2022-07-16,0.35935391
2022-07-17,0.11834129
2022-07-18,0.04266944
2022-07-19,0.30242344
2022-07-20,0.43696926
2022-07-21,0.14311148
2022-07-22,0.62934108
2022-07-23,0.47315336
2022-07-24,0.96343547
2022-07-25,0.63488204
2022-07-26,0.80627502
2022-07-27,0.75882605
2022-07-28,0.20610852
2022-07-29,0.6972561
2022-07-30,0.78280769
2022-07-31,0.47421904
2022-08-01,0.28122538
2022-08-02,0.45839466
2022-08-03,0.61656317
2022-08-04,0.31056763
2022-08-05,0.6630469
2022-08-06,0.85211499
2022-08-07,0.82763833
2022-08-08,0.20048403
2022-08-09,0.5219827
2022-08-10,0.56634435
2022-08-11,0.79498126
2022-08-12,0.10765246
2022-08-13,0.81708848
2022-08-14,0.07391983
2022-08-15,0.7950689
2022-08-16,0.99192373
2022-08-17,0.03761339
2022-08-18,0.61506562
2022-08-19,0.82758708
2022-08-20,0.08573409
2022-08-21,0.3594026
2022-08-22,0.14816038
2022-08-23,0.29605831
2022-08-24,0.10622886
2022-08-25,0.59456185
2022-08-26,0.84427983
2022-08-27,0.92616361
2022-08-28,0.34442106
2022-08-29,0.00671628
2022-08-30,0.61548561
2022-08-31,0.72401598
2022-09-01,0.47213213
2022-09-02,0.20193986
2022-09-03,0.09790597
2022-09-04,0.00021213
2022-09-05,0.38284137
2022-09-06,0.49586025
2022-09-07,0.54179929
2022-09-08,0.61963995
2022-09-09,0.00334658
2022-09-10,0.2788626
2022-09-11,0.99987499
2022-09-12,0.19843014
2022-09-13,0.48142485
2022-09-14,0.64819726
2022-09-15,0.92756281
2022-09-16,0.62630397
2022-09-17,0.04341565
2022-09-18,0.78453071
2022-09-19,0.10245611
2022-09-20,0.10316795
2022-09-21,0.38651294
2022-09-22,0.82577356
2022-09-23,0.56967889
2022-09-24,0.15362265
2022-09-25,0.943961
2022-09-26,0.70401003
2022-09-27,0.11840789
2022-09-28,0.03756953
2022-09-29,0.73675194
2022-09-30,0.38168845
2022-10-01,0.63004638
2022-10-02,0.65395493
2022-10-03,0.6792847
2022-10-04,0.96630632
2022-10-05,0.44227409
2022-10-06,0.47511936
2022-10-07,0.7844109
2022-10-08,0.89705745
2022-10-09,0.14230111
2022-10-10,0.56548709
2022-10-11,0.46350048
2022-10-12,0.55024899
2022-10-13,0.82362966
2022-10-14,0.07633179
2022-10-15,0.57831331
2022-10-16,0.66296813
2022-10-17,0.26036909
2022-10-18,0.61835983
2022-10-19,0.02283157
2022-10-20,0.88684582
2022-10-21,0.97053162
2022-10-22,0.28367916
2022-10-23,0.74521516
2022-10-24,0.11733
2022-10-25,0.96524014
2022-10-26,0.46301953
2022-10-27,0.01635047
2022-10-28,0.27926567
2022-10-29,0.20499027
2022-10-30,0.03287354
2022-10-31,0.23263277
2022-11-01,0.06527733
2022-11-02,0.11831452
2022-11-03,0.49853017
2022-11-04,0.23513929
2022-11-05,0.02169815
2022-11-06,0.41187568
2022-11-07,0.31555147
2022-11-08,0.88686807
2022-11-09,0.84192085
2022-11-10,0.47460099
2022-11-11,0.91290562
2022-11-12,0.54221575
2022-11-13,0.55167402
2022-11-14,0.07983134
2022-11-15,0.83916098
2022-11-16,0.38828328
2022-11-17,0.96028865
2022-11-18,0.70703364
2022-11-19,0.26305535
2022-11-20,0.51539597
2022-11-21,0.61182571
2022-11-22,0.34879634
2022-11-23,0.30699951
2022-11-24,0.17366551
2022-11-25,0.4337002
2022-11-26,0.16569592
2022-11-27,0.26766841
2022-11-28,0.21226648
2022-11-29,0.1783695
2022-11-30,0.522416
2022-12-01,0.86045845
2022-12-02,0.82027781
2022-12-03,0.15176632
2022-12-04,0.72660733
2022-12-05,0.39928199
2022-12-06,0.75542616
2022-12-07,0.1774729
2022-12-08,0.05360067
2022-12-09,0.29300039
2022-12-10,0.07806899
2022-12-11,0.2280622
2022-12-12,0.15731599
2022-12-13,0.48220447
2022-12-14,0.54139082
2022-12-15,0.28464131
2022-12-16,0.81789795
2022-12-17,0.40127283
2022-12-18,0.48873112
2022-12-19,0.69287265
2022-12-20,0.19486755
2022-12-21,0.54283484
2022-12-22,0.76488635
2022-12-23,0.24014489
2022-12-24,0.18599201
2022-12-25,0.01797678
2022-12-26,0.0385752
2022-12-27,0.55182174
2022-12-28,0.49973066
2022-12-29,0.11400229
2022-12-30,0.81265584
2022-12-31,0.2223162
2023-01-01,0.01671158
2023-01-02,0.39694265
2023-01-03,0.56405656
2023-01-04,0.16891697
2023-01-05,0.39799448
2023-01-06,0.27223609
2023-01-07,0.26729071
2023-01-08,0.48529659
2023-01-09,0.0261367
2023-01-10,0.51854652
2023-01-11,0.88014975
2023-01-12,0.20507661
2023-01-13,0.83830423
2023-01-14,0.5001753
2023-01-15,0.87531639
2023-01-16,0.31662522
2023-01-17,0.74457329
2023-01-18,0.63852966
2023-01-19,0.27731763
2023-01-20,0.52198495
2023-01-21,0.25567903
2023-01-22,0.79810281
2023-01-23,0.61530487
2023-01-24,0.00282281
2023-01-25,0.54803438
2023-01-26,0.26865154
2023-01-27,0.94614193
2023-01-28,0.89731155
2023-01-29,0.0149511
2023-01-30,0.22785673
2023-01-31,0.92933704
2023-02-01,0.50576924
2023-02-02,0.81888981
2023-02-03,0.52570795
2023-02-04,0.40917352
2023-02-05,0.48935335
2023-02-06,0.49693028
2023-02-07,0.94488153
2023-02-08,0.28764115
2023-02-09,0.78209994
2023-02-10,0.36269139
2023-02-11,0.36184219
2023-02-12,0.46198836
2023-02-13,0.23768523
2023-02-14,0.84156089
2023-02-15,0.62239267
2023-02-16,0.59449388
2023-02-17,0.10265235
2023-02-18,0.61905635
2023-02-19,0.20955852
2023-02-20,0.20400261
2023-02-21,0.55520481
2023-02-22,0.03008828
2023-02-23,0.59197262
2023-02-24,0.62970972
2023-02-25,0.43937877
2023-02-26,0.45629409
2023-02-27,0.32237766
2023-02-28,0.00295208
2023-03-01,0.83204423
2023-03-02,0.68155415
2023-03-03,0.67561035
2023-03-04,0.09374223
2023-03-05,0.4395286
2023-03-06,0.49630984
2023-03-07,0.52101309
2023-03-08,0.93230111
2023-03-09,0.7062735
2023-03-10,0.16734719
2023-03-11,0.85769299
2023-03-12,0.04616133
2023-03-13,0.36007405
2023-03-14,0.42486945
2023-03-15,0.42279118
2023-03-16,0.24678249
2023-03-17,0.49547852
2023-03-18,0.77348454
2023-03-19,0.96923364
2023-03-20,0.48822434
2023-03-21,0.1916734
2023-03-22,0.49160584
2023-03-23,0.30858616
2023-03-24,0.29398559
2023-03-25,0.72454221
2023-03-26,0.25634843
2023-03-27,0.16973812
2023-03-28,0.66059882
2023-03-29,0.5223274
2023-03-30,0.71659832
2023-03-31,0.35408908
2023-04-01,0.07375929
2023-04-02,0.01357338
2023-04-03,0.89961046
2023-04-04,0.74556622
2023-04-05,0.82028132
2023-04-06,0.18970646
2023-04-07,0.18609976
2023-04-08,0.38325285
2023-04-09,0.60673045
2023-04-10,0.72668481
2023-04-11,0.10214324
2023-04-12,0.76359978
2023-04-13,0.97844899
2023-04-14,0.59247714
2023-04-15,0.28931402
2023-04-16,0.68802229
2023-04-17,0.85348722
2023-04-18,0.71151993
2023-04-19,0.91993225
2023-04-20,0.09143256
2023-04-21,0.17615118
2023-04-22,0.085119
2023-04-23,0.11966183
2023-04-24,0.73769576
2023-04-25,7.60456201e-05
2023-04-26,0.92519277
2023-04-27,0.08645285
2023-04-28,0.15175067
2023-04-29,0.2629865
2023-04-30,0.34281258
2023-05-01,0.81581808
2023-05-02,0.32420177
2023-05-03,0.77007651
2023-05-04,0.84107247
2023-05-05,0.28965252
2023-05-06,0.77299305
2023-05-07,0.39476864
2023-05-08,0.61837266
2023-05-09,0.05521029
2023-05-10,0.72591495
2023-05-11,0.75844504
2023-05-12,0.693346
2023-05-13,0.18099764
2023-05-14,0.16163146
2023-05-15,0.85128233
2023-05-16,0.65108473
2023-05-17,0.81427135
2023-05-18,0.56133763
2023-05-19,0.95810104
2023-05-20,0.65672231
2023-05-21,0.65018574
2023-05-22,0.76222493
2023-05-23,0.44482792
2023-05-24,0.53594737
2023-05-25,0.83553081
2023-05-26,0.50014162
2023-05-27,0.44498345
2023-05-28,0.17930762
2023-05-29,0.85984445
2023-05-30,0.58959299
2023-05-31,0.06659339
2023-06-01,0.31272039
2023-06-02,0.77244872
2023-06-03,0.05347193
2023-06-04,0.06092291
2023-06-05,0.71985705
2023-06-06,0.26145581
2023-06-07,0.86988275
2023-06-08,0.75556436
2023-06-09,0.80862014
2023-06-10,0.2470414
2023-06-11,0.12914865
2023-06-12,0.94820726
2023-06-13,0.19130556
2023-06-14,0.57694527
2023-06-15,0.92279677
2023-06-16,0.1601097
2023-06-17,0.53756789
2023-06-18,0.35855111
2023-06-19,0.66600401
2023-06-20,0.16245792
2023-06-21,0.68062191
2023-06-22,0.47169075
2023-06-23,0.15645197
2023-06-24,0.21698655
2023-06-25,0.93907292
2023-06-26,0.38577783
2023-06-27,0.65973731
2023-06-28,0.42303924
2023-06-29,0.14642634
2023-06-30,0.5946023
2023-07-01,0.58726883
2023-07-02,0.60545567
2023-07-03,0.19175818
2023-07-04,0.47486242
2023-07-05,0.5328064
2023-07-06,0.94916731
2023-07-07,0.27025136
2023-07-08,0.7356115
2023-07-09,0.27800807
2023-07-10,0.41827751
2023-07-11,0.4115737
2023-07-12,0.3018133
2023-07-13,0.28313116
2023-07-14,0.0346565
2023-07-15,0.18044766
2023-07-16,0.62420238
2023-07-17,0.97345239
2023-07-18,0.65685283
2023-07-19,0.56046112
2023-07-20,0.18472391
2023-07-21,0.32822425
2023-07-22,0.99267803
2023-07-23,0.82839865
2023-07-24,0.57299965
2023-07-25,0.78505409
2023-07-26,0.26881098
2023-07-27,0.6008707
2023-07-28,0.07301101
2023-07-29,0.97317615
2023-07-30,0.6858892
2023-07-31,0.79592087
2023-08-01,0.35284689
2023-08-02,0.01148128
2023-08-03,0.39446737
2023-08-04,0.18935839
2023-08-05,0.41180787
2023-08-06,0.56091517
2023-08-07,0.95078039
2023-08-08,0.18587658
2023-08-09,0.55825112
2023-08-10,0.18601751
2023-08-11,0.18287348
2023-08-12,0.4082255
2023-08-13,0.65337337
2023-08-14,0.26232542
2023-08-15,0.02404368
2023-08-16,0.68057969
2023-08-17,0.39257616
2023-08-18,0.16132312
2023-08-19,0.603683
2023-08-20,0.16646362
2023-08-21,0.24518804
2023-08-22,0.89970047
2023-08-23,0.81690378
2023-08-24,0.45862201
2023-08-25,0.54020589
2023-08-26,0.72801132
2023-08-27,0.88440758
2023-08-28,0.60993662
2023-08-29,0.26761415
2023-08-30,0.73992753
2023-08-31,0.08945419
2023-09-01,0.85653413
2023-09-02,0.64037205
2023-09-03,0.88853649
2023-09-04,0.49147564
2023-09-05,0.79913329
2023-09-06,0.78720527
2023-09-07,0.07139477
2023-09-08,0.31896405
2023-09-09,0.10065415
2023-09-10,0.35787329
2023-09-11,0.37336839
2023-09-12,0.92333031
2023-09-13,0.14099651
2023-09-14,0.38898987
2023-09-15,0.1891992
2023-09-16,0.65330729
2023-09-17,0.61226304
2023-09-18,0.12288115
2023-09-19,0.79708551
2023-09-20,0.68885404
2023-09-21,0.87379716
2023-09-22,0.14051229
2023-09-23,0.88722078
2023-09-24,0.79167675
2023-09-25,0.12757291
2023-09-26,0.18557289
2023-09-27,0.64393027
2023-09-28,0.25363199
2023-09-29,0.27462384
2023-09-30,0.22274508
2023-10-01,0.02529528
2023-10-02,0.03437195
2023-10-03,0.61782105
2023-10-04,0.87790421
2023-10-05,0.91581984
2023-10-06,0.15143264
2023-10-07,0.04239292
2023-10-08,0.27442637
2023-10-09,0.73432363
2023-10-10,0.98855512
2023-10-11,0.57264546
2023-10-12,0.52193568
2023-10-13,0.33913378
2023-10-14,0.85899182
2023-10-15,0.1605719
2023-10-16,0.82770408
2023-10-17,0.25820877
2023-10-18,0.85378517
2023-10-19,0.54260343
2023-10-20,0.28259253
2023-10-21,0.48263956
2023-10-22,0.2881013
2023-10-23,0.13544947
2023-10-24,0.82812318
2023-10-25,0.84810086
2023-10-26,0.18766029
2023-10-27,0.90928265
2023-10-28,0.2477262
2023-10-29,0.13604007
2023-10-30,0.30780425
2023-10-31,0.6498389
2023-11-01,0.67092594
2023-11-02,0.83539024
2023-11-03,0.23166105
2023-11-04,0.31488645
2023-11-05,0.88085839
2023-11-06,0.13664081
2023-11-07,0.9120543
2023-11-08,0.33147876
2023-11-09,0.80402168
2023-11-10,0.68141279
2023-11-11,0.50291581
2023-11-12,0.34696672
2023-11-13,0.22343839
2023-11-14,0.84088681
2023-11-15,0.55691152
2023-11-16,0.88601376
2023-11-17,0.19066064
2023-11-18,0.33584665
2023-11-19,0.66275049
2023-11-20,0.13277913
2023-11-21,0.48132297
2023-11-22,0.61969591
2023-11-23,0.14735413
2023-11-24,0.68481466
2023-11-25,0.64465483
2023-11-26,0.28895135
2023-11-27,0.89012771
2023-11-28,0.49834638
2023-11-29,0.3560322
2023-11-30,0.5989131
2023-12-01,0.99601373
2023-12-02,0.562003
2023-12-03,0.99596172
2023-12-04,0.22575116
2023-12-05,0.17030229
2023-12-06,0.9844726
2023-12-07,0.73755094
2023-12-08,0.42485056
2023-12-09,0.35308924
2023-12-10,0.96826631
2023-12-11,0.4675022
2023-12-12,0.817314
2023-12-13,0.30317637
2023-12-14,0.50320882
2023-12-15,0.21262396
2023-12-16,0.36591478
2023-12-17,0.24977858
2023-12-18,0.31326252
2023-12-19,0.02565606
2023-12-20,0.9054618
2023-12-21,0.82239755
2023-12-22,0.74966245
2023-12-23,0.37194759
2023-12-24,0.19459552
2023-12-25,0.63378541
2023-12-26,0.99362656
2023-12-27,0.98743825
2023-12-28,0.8984451
2023-12-29,0.75243272
2023-12-30,0.90327664
2023-12-31,0.28588989
